college_id,college_name,status,home_university
6139,Progressive Education Society S Modern College Of Engineering Pune,Un-Aided Autonomous,Autonomous Institute
6141,Jaywant Shikshan Prasarak Mandal S Rajarshi Shahu College Of Engineering Tathawade Pune,Un-Aided Autonomous,Autonomous Institute
6144,Genba Sopanrao Moze College Of Engineering Baner-Balewadi Pune,Un-Aided,Savitribai Phule Pune University
6145,Jspm S Jaywantrao Sawant College Of Engineering Pune,Un-Aided,Savitribai Phule Pune University
6146,Mit Academy Of Engineering Alandi Pune,Un-Aided Autonomous,Autonomous Institute
6149,Siddhant College Of Engineering A P Sudumbare Tal.Maval Dist-Pune,Un-Aided Linguistic Minority - Hindi,Savitribai Phule Pune University
6155,G.H.Raisoni College Of Engineering Management Wagholi Pune,Un-Aided Autonomous Linguistic Minority - Hindi,Autonomous Institute
6156,Marathwada Mitra Mandal S College Of Engineering Karvenagar Pune,Un-Aided Autonomous,Autonomous Institute
6175,Pimpri Chinchwad Education Trust Pimpri Chinchwad College Of Engineering Pune,Un-Aided Autonomous,Autonomous Institute
6177,Sinhgad College Of Engineering Vadgaon (Bk) Pune,Un-Aided,Savitribai Phule Pune University
6178,Sinhgad Technical Education Society S Smt. Kashibai Navale College Of Engineering Vadgaon Pune,Un-Aided,Savitribai Phule Pune University
6179,Indira College Of Engineering Management Pune,Un-Aided Autonomous,Autonomous Institute
6182,Sinhgad Technical Education Society Sinhgad Institute Of Technology And Science Narhe (Ambegaon),Un-Aided,Savitribai Phule Pune University
6183,Al-Ameen Educational And Medical Foundation College Of Engineering Koregaon Bhima,Un-Aided Religious Minority - Muslim,Savitribai Phule Pune University
6184,K. J. S Educational Institut Trinity College Of Engineering And Research Pisoli Haveli,Un-Aided,Savitribai Phule Pune University
6185,Sinhgad Institute Of Technology,Un-Aided,Savitribai Phule Pune University
6187,Sinhgad Academy Of Engineering Kondhwa (Bk) Kondhwa-Saswad Road Pune,Un-Aided,Savitribai Phule Pune University
6203,Marathwada Mitra Mandal S Institute Of Technology Lohgaon Pune,Un-Aided,Savitribai Phule Pune University
6206,Pune District Education Association S College Of Engineering Manjari(Bk) Hadapsar Pune,Un-Aided,Savitribai Phule Pune University
6207,Dr. D. Y. Patil Unitech Society S Dr. D. Y. Patil Institute Of Technology Pimpri Pune,Un-Aided,Savitribai Phule Pune University
6214,K. E. Society S Rajarambapu Institute Of Technology Walwa Sangli,Un-Aided Autonomous,Autonomous Institute
6217,Shri. Balasaheb Mane Shikshan Prasarak Mandal S Ashokrao Mane Group Of Institutions,Un-Aided,Shivaji University
6219,Ksgbs S Bharat- Ratna Indira Gandhi College Of Engineering Kegaon Solapur,Un-Aided,Punyashlok Ahilyadevi Holkar Solapur University
6220,Shri Vithal Education And Research Institute S College Of Engineering Pandharpur,Un-Aided Autonomous,Autonomous Institute
6222,Dattajirao Kadam Technical Education Society S Textile Engineering Institute Ichalkaranji.,Un-Aided Autonomous,Autonomous Institute
6223,Pradnya Niketan Education Society S Nagesh Karajagi Orchid College Of Engineering Technology Solapur,Un-Aided Autonomous,Autonomous Institute
6250,D.Y. Patil College Of Engineering And Technology Kolhapur,Un-Aided Autonomous,Autonomous Institute
6265,Walchand Institute Of Technology Solapur,Un-Aided Autonomous Religious Minority - Jain,Autonomous Institute
6267,Kolhapur Institute Of Technology S College Of Engineering(Autonomous) Kolhapur,Un-Aided Autonomous,Autonomous Institute
6268,Tatyasaheb Kore Institute Of Engineering And Technology Warananagar,Un-Aided Autonomous,Autonomous Institute
6269,Shetkari Shikshan Mandal S Pad. Vasantraodada Patil Institute Of Technology Budhgaon Sangli,Un-Aided,Shivaji University
6270,Rayat Shikshan Sanstha S Karmaveer Bhaurao Patil College Of Engineering Satara,Un-Aided,Shivaji University
6271,Pune Institute Of Computer Technology,Un-Aided Autonomous,Autonomous Institute
6272,Dr. D. Y. Patil Pratishthan S D.Y.Patil College Of Engineering Akurdi Pune,Un-Aided Autonomous,Autonomous Institute
6273,Bansilal Ramnath Agarawal Charitable Trust S Vishwakarma Institute Of Technology Bibwewadi Pune,Un-Aided Autonomous,Autonomous Institute
6274,Pune Vidyarthi Griha S College Of Engineering And Technology And G K Pate(Wani) Institute Of Management Pune,Un-Aided,Savitribai Phule Pune University
6275,Shivnagar Vidya Prasarak Mandal S College Of Engineering Malegaon-Baramati,Un-Aided,Savitribai Phule Pune University
6276,Mksss S Cummins College Of Engineering For Women Karvenagar Pune,Un-Aided Autonomous,Autonomous Institute
6277,Dr. J. J. Magdum Charitable Trust S Dr. J.J. Magdum College Of Engineering Jaysingpur,Un-Aided Autonomous,Autonomous Institute
6278,All India Shri Shivaji Memorial Society S College Of Engineering Pune,Un-Aided,Savitribai Phule Pune University
6281,Modern Education Society S Wadia College Of Engineering Pune,Un-Aided,Savitribai Phule Pune University
6282,All India Shri Shivaji Memorial Society S Institute Of Information Technology Pune,Un-Aided Autonomous,Autonomous Institute
6283,Annasaheb Dange College Of Engineering And Technology Ashta Sangli,Un-Aided Autonomous,Autonomous Institute
6284,Vidya Pratishthan S Kamalnayan Bajaj Institute Of Engineering Technology Baramati Dist.Pune,Un-Aided Autonomous,Autonomous Institute
6285,Bharati Vidyapeeth S College Of Engineering For Women Katraj Dhankawadi Pune,Un-Aided,Savitribai Phule Pune University
6288,Bharati Vidyapeeth S College Of Engineering Kolhapur,Un-Aided,Shivaji University
6293,Kai Amdar Bramhadevdada Mane Shikshan Samajik Prathistan S Bramhadevdada Mane Institute Of Technology Solapur,Un-Aided,Punyashlok Ahilyadevi Holkar Solapur University
6298,Zeal Education Society S Zeal College Of Engineering Reserch Narhe Pune,Un-Aided Autonomous,Autonomous Institute
6303,Dr. Ashok Gujar Technical Institute S Dr. Daulatrao Aher College Of Engineering Karad,Un-Aided,Shivaji University
6304,Loknete Hanumantrao Charitable Trust S Adarsh Institute Of Technology And Research Centre Vita Sangli,Un-Aided,Shivaji University
6305,Late Narayandas Bhawandas Chhabada Institute Of Engineering Technology Satara,Un-Aided,Shivaji University
6307,Dhole Patil Education Society Dhole Patil College Of Engineering Wagholi Tal. Haveli,Un-Aided,Savitribai Phule Pune University
6308,Shanti Education Society A.G. Patil Institute Of Technology Soregaon Solapur(North),Un-Aided,Punyashlok Ahilyadevi Holkar Solapur University
6310,Nutan Maharashtra Vidya Prasarak Mandal Nutan Maharashtra Institute Of Engineering Technology Talegaon Station Pune,Un-Aided,Savitribai Phule Pune University
6311,Jayawant Shikshan Prasarak Mandal Bhivarabai Sawant Institute Of Technology Research Wagholi,Un-Aided,Savitribai Phule Pune University
6313,Jaywant College Of Engineering Polytechnic Kille Macchindragad Tal. Walva District- Sangali,Un-Aided,Shivaji University
6315,Sanjeevan Group Of Institutions,Un-Aided,Shivaji University
6317,Sharad Institute Of Technology College Of Engineering Yadrav(Ichalkaranji),Un-Aided Autonomous,Autonomous Institute
6318,Abhinav Education Society S College Of Engineering And Technology (Degree) Wadwadi,Un-Aided,Shivaji University
6319,Shahajirao Patil Vikas Pratishthan S.B.Patil College Of Engineering Vangali Tal. Indapur,Un-Aided,Savitribai Phule Pune University
6320,K.J. S Educational Institute S K.J.College Of Engineering Management Research Pisoli,Un-Aided,Savitribai Phule Pune University
6321,Vidya Vikas Pratishthan Institute Of Engineering And Technology Solapur,Un-Aided,Punyashlok Ahilyadevi Holkar Solapur University
6322,Shree Gajanan Maharaj Shikshan Prasarak Manda L Sharadchandra Pawar College Of Engineering Dumbarwadi,Un-Aided,Savitribai Phule Pune University
6324,Rajgad Dnyanpeeth S Shri Chhatrapati Shivajiraje College Of Engineering Bhor,Un-Aided,Savitribai Phule Pune University
6325,Alard Charitable Trust S Alard College Of Engineering And Management Pune,Un-Aided Linguistic Minority - Hindi,Savitribai Phule Pune University
6326,Karmayogi Institute Of Technology,Un-Aided,Punyashlok Ahilyadevi Holkar Solapur University
6402,New Institute Of Technology Kolhapur,Un-Aided,Shivaji University
6444,Shriram Institute Of Engineering Technology (Poly) Paniv,Un-Aided,Punyashlok Ahilyadevi Holkar Solapur University
6466,Shree Santkrupa Shikshan Sanstha Shree Santkrupa Institute Of Engineering Technology Karad,Un-Aided,Shivaji University
6468,Swami Vivekananda Shikshan Sanstha Dr. Bapuji Salunkhe Institute Of Engineering Technology Kolhapur,Un-Aided,Shivaji University
6545,Samarth Education Trust S Arvind Gavali College Of Engineering Panwalewadi Varye Satara.,Un-Aided,Shivaji University
6609,Jaihind College Of Engineering Kuran,Un-Aided,Savitribai Phule Pune University
6622,Isbm College Of Engineering Pune,Un-Aided Linguistic Minority - Hindi,Savitribai Phule Pune University
6628,Dattakala Group Of Institutions Swami - Chincholi Tal. Daund Dist. Pune,Un-Aided,Savitribai Phule Pune University
6632,Navsahyadri Education Society S Group Of Institutions,Un-Aided,Savitribai Phule Pune University
6634,Kjei S Trinity Academy Of Engineering Yewalewadi Pune,Un-Aided,Savitribai Phule Pune University
6635,Samarth College Of Engineering And Management,Un-Aided,Savitribai Phule Pune University
6640,N. B. Navale Sinhgad College Of Engineering Kegaon Solapur,Un-Aided,Punyashlok Ahilyadevi Holkar Solapur University
6643,S K N Sinhgad College Of Engineering Korti Tal. Pandharpur Dist Solapur,Un-Aided,Punyashlok Ahilyadevi Holkar Solapur University
6644,Shri. Ambabai Talim Sanstha S Sanjay Bhokare Group Of Institutes Miraj,Un-Aided,Shivaji University
6649,Tssm S Bhivarabai Sawant College Of Engineering And Research Narhe Pune,Un-Aided,Savitribai Phule Pune University
6714,Appasaheb Alias Sa.Re.Patil Institute Of Technology Dattanagar Tal-Shirol Dist Kolhapur,Un-Aided,Shivaji University
6732,Ajeenkya Dy Patil School Of Engineering Lohegaon Pune,Un-Aided,Savitribai Phule Pune University
6754,International Institute Of Information Technology (I²It) Pune.,Un-Aided,Savitribai Phule Pune University
6755,Jspm Narhe Technical Campus Pune.,Un-Aided,Savitribai Phule Pune University
6756,Fabtech Technical Campus College Of Engineering And Research Sangola,Un-Aided,Punyashlok Ahilyadevi Holkar Solapur University
6757,Yashoda Technical Campus Wadhe Satara.,Un-Aided,Shivaji University
6758,Sahyadri Valley College Of Engineering Technology Rajuri Pune.,Un-Aided,Savitribai Phule Pune University
6759,Shree Ramchandra College Of Engineering Lonikand Pune,Un-Aided,Savitribai Phule Pune University
6762,Nanasaheb Mahadik College Of Engineering Walwa Sangli.,Un-Aided,Shivaji University
6766,Phaltan Education Society S College Of Engineering Thakurki Tal- Phaltan Dist-Satara,Un-Aided,Shivaji University
6767,Suman Ramesh Tulsiani Technical Campus: Faculty Of Engineering Kamshet Pune.,Un-Aided,Savitribai Phule Pune University
6768,P.K. Technical Campus Pune.,Un-Aided,Savitribai Phule Pune University
6769,Rasiklal M. Dhariwal Sinhgad Technical Institutes Campus Warje Pune.,Un-Aided,Savitribai Phule Pune University
6770,Skn Sinhgad Institute Of Technology Science Kusgaon(Bk) Pune.,Un-Aided,Savitribai Phule Pune University
6771,Flora Institute Of Technology Khopi Near Khed Shivapur Toll Plaza Pune,Un-Aided,Savitribai Phule Pune University
6772,Nbn Sinhgad Technical Institutes Campus Pune,Un-Aided,Savitribai Phule Pune University
6780,D.Y.Patil Education Society S D.Y.Patil Technical Campus Faculty Of Engineering Faculty Of Management Talsande Kolhapur.,Un-Aided Autonomous,Autonomous Institute
6781,Bhagwant Institute Of Technology Barshi,Un-Aided,Punyashlok Ahilyadevi Holkar Solapur University
6782,Sahakar Maharshee Shankarrao Mohite Patil Institute Of Technology Research Akluj,Un-Aided,Punyashlok Ahilyadevi Holkar Solapur University
6794,Anantrao Pawar College Of Engineering Research Pune,Un-Aided,Savitribai Phule Pune University
6795,Shri.Someshwar Shikshan Prasarak Mandal Sharadchandra Pawar College Of Engineering Technology Someshwar Nagar,Un-Aided,Savitribai Phule Pune University
6796,Bharati Vidyapeeth S College Of Engineering Lavale Pune,Un-Aided,Savitribai Phule Pune University
6797,Dnyanshree Institute Engineering And Technology Satara,Un-Aided,Shivaji University
6799,Shivganga Charitable Trust Sangli Vishveshwarya Technical Campus Faculty Of Diploma Engineering Patgaon Miraj,Un-Aided,Shivaji University
6803,Sant Gajanan Maharaj College Of Engineering Gadhinglaj,Un-Aided,Shivaji University
6808,Keystone School Of Engineering Pune,Un-Aided,Savitribai Phule Pune University
6811,Sanjay Ghodawat Institute,Un-Aided,Shivaji University
6815,Vidya Prasarini Sabha S College Of Engineering Technology Lonavala,Un-Aided,Savitribai Phule Pune University
6822,Pimpri Chinchwad Education Trust S Pimpri Chinchwad College Of Engineering And Research Ravet,Un-Aided,Savitribai Phule Pune University
6834,Dr.D.Y.Patil College Of Engineering Innovation Talegaon,Un-Aided,Savitribai Phule Pune University
6839,Dr. D Y Patil Pratishthan S College Of Engineering Kolhapur,Un-Aided,Shivaji University
6878,Dr. A. D. Shinde College Of Engineering Tal.Gadhinglaj Kolhapur,Un-Aided,Shivaji University
6901,Maeer S Mit College Of Railway Engineering And Research Jamgaon Barshi,Un-Aided,Punyashlok Ahilyadevi Holkar Solapur University
6938,Shree Siddheshwar Women S College Of Engineering Solapur.,Un-Aided,Punyashlok Ahilyadevi Holkar Solapur University
6991,Dr. D.Y. Patil Technical Campus Varale Talegaon Pune,Un-Aided,Savitribai Phule Pune University
14005,Laxminarayan Innovation Technological University Nagpur,University Autonomous,Autonomous Institute
16006,Coep Technological University,University Autonomous,Autonomous Institute
16121,Shri. Anandrao Abitkar College Of Engineering Pal,Un-Aided,Shivaji University
16126,Tatyasaheb Kore Institute Of Engineering And Technology Yelur,Un-Aided Autonomous,Autonomous Institute
02758,Sant Eknath College of Engineering,Un-Aided,Dr. Babasaheb Ambedkar Marathwada University
04703,Somayya Institute of Technology Chandrapur,Un-Aided,Gondwana University
05545,Shri. Vile Parle Kelwani Mandal's College of Engineering Shirpur,Un-Aided Linguistic Minority - Gujarathi,Kavayitri Bahinabai Chaudhari North Maharashtra University Jalgaon
06625,Universal College of Engineering & Research Sasewadi,Un-Aided
05249,Trimurti Shikshan Prasarak Mandal Trimurti Institute Of Technology Paladhi Bk Jalgaon,Un-Aided,Kavayitri Bahinabai Chaudhari North Maharashtra University Jalgaon
