sr_no,rank,percentile,choice_code,institute_code,college_code,course_code,course_name,college_name,mapping_status
335.0,32954.0,69.1042321,319324510.0,3193.0,3193,0319324510,Computer Engineering,Shivajirao S. Jondhale College Of Engineering Dombivali Mumbai,Fully Mapped
336.0,33797.0,68.5592613,319324610.0,3193.0,3193,0319324610,Information Technology,Shivajirao S. Jondhale College Of Engineering Dombivali Mumbai,Fully Mapped
337.0,44309.0,59.8276777,319337210.0,3193.0,3193,0319337210,Electronics and Telecommunication Engg,Shivajirao S. Jondhale College Of Engineering Dombivali Mumbai,Fully Mapped
338.0,82899.0,20.0499911,319350710.0,3193.0,3193,0319350710,Chemical Engineering,Shivajirao S. Jondhale College Of Engineering Dombivali Mumbai,Fully Mapped
339.0,144568.0,54.1800379,319361210.0,3193.0,3193,0319361210,Mechanical Engineering,Shivajirao S. Jondhale College Of Engineering Dombivali Mumbai,Fully Mapped
340.0,35346.0,67.1114593,319392110.0,3193.0,3193,0319392110,Artificial Intelligence and Machine Learning,Shivajirao S. Jondhale College Of Engineering Dombivali Mumbai,Fully Mapped
341.0,77390.0,27.9984424,319419110.0,3194.0,3194,0319419110,Civil Engineering,Vidyavardhini S College Of Engineering And Technology Vasai,Fully Mapped
342.0,15522.0,84.6131613,319424510.0,3194.0,3194,0319424510,Computer Engineering,Vidyavardhini S College Of Engineering And Technology Vasai,Fully Mapped
343.0,18324.0,82.0169298,319424610.0,3194.0,3194,0319424610,Information Technology,Vidyavardhini S College Of Engineering And Technology Vasai,Fully Mapped
344.0,25895.0,75.1903695,319437210.0,3194.0,3194,0319437210,Electronics and Telecommunication Engg,Vidyavardhini S College Of Engineering And Technology Vasai,Fully Mapped
345.0,33685.0,68.5854719,319437810.0,3194.0,3194,0319437810,Electronics Engineering ( VLSI Design and Technology),Vidyavardhini S College Of Engineering And Technology Vasai,Fully Mapped
346.0,45604.0,58.6610048,319461210.0,3194.0,3194,0319461210,Mechanical Engineering,Vidyavardhini S College Of Engineering And Technology Vasai,Fully Mapped
347.0,21955.0,78.7132557,319491210.0,3194.0,3194,0319491210,Computer Science and Engineering(Data Science),Vidyavardhini S College Of Engineering And Technology Vasai,Fully Mapped
348.0,16949.0,83.2164139,319499510.0,3194.0,3194,0319499510,Artificial Intelligence and Data Science,Vidyavardhini S College Of Engineering And Technology Vasai,Fully Mapped
349.0,13667.0,86.2249254,319624510.0,3196.0,3196,0319624510,Computer Engineering,Lokmanya Tilak College Of Engineering Kopar Khairane Navi Mumbai,Fully Mapped
350.0,37399.0,65.280942,319629310.0,3196.0,3196,0319629310,Electrical Engineering,Lokmanya Tilak College Of Engineering Kopar Khairane Navi Mumbai,Fully Mapped
351.0,34168.0,68.2213405,319637210.0,3196.0,3196,0319637210,Electronics and Telecommunication Engg,Lokmanya Tilak College Of Engineering Kopar Khairane Navi Mumbai,Fully Mapped
352.0,53055.0,52.2708244,319661210.0,3196.0,3196,0319661210,Mechanical Engineering,Lokmanya Tilak College Of Engineering Kopar Khairane Navi Mumbai,Fully Mapped
353.0,20594.0,80.0165591,319691110.0,3196.0,3196,0319691110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Lokmanya Tilak College Of Engineering Kopar Khairane Navi Mumbai,Fully Mapped
354.0,16177.0,83.9444208,319691210.0,3196.0,3196,0319691210,Computer Science and Engineering(Data Science),Lokmanya Tilak College Of Engineering Kopar Khairane Navi Mumbai,Fully Mapped
355.0,25002.0,75.9911294,319692010.0,3196.0,3196,0319692010,Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain Technology),Lokmanya Tilak College Of Engineering Kopar Khairane Navi Mumbai,Fully Mapped
356.0,5959.0,93.370527,319724510.0,3197.0,3197,0319724510,Computer Engineering,Agnel Charities Fr. C. Rodrigues Institute Of Technology Vashi Navi Mumbai,Fully Mapped
357.0,6369.0,92.979553,319724610.0,3197.0,3197,0319724610,Information Technology,Agnel Charities Fr. C. Rodrigues Institute Of Technology Vashi Navi Mumbai,Fully Mapped
358.0,11152.0,88.5757175,319729310.0,3197.0,3197,0319729310,Electrical Engineering,Agnel Charities Fr. C. Rodrigues Institute Of Technology Vashi Navi Mumbai,Fully Mapped
359.0,9422.0,90.1663341,319737210.0,3197.0,3197,0319737210,Electronics and Telecommunication Engg,Agnel Charities Fr. C. Rodrigues Institute Of Technology Vashi Navi Mumbai,Fully Mapped
360.0,19677.0,80.823173,319761210.0,3197.0,3197,0319761210,Mechanical Engineering,Agnel Charities Fr. C. Rodrigues Institute Of Technology Vashi Navi Mumbai,Fully Mapped
361.0,46671.0,57.761302,319824210.0,3198.0,3198,0319824210,Computer Science and Engineering,Konkan Gyanpeeth College Of Engineering Karjat,Fully Mapped
362.0,40693.0,62.6780228,319824510.0,3198.0,3198,0319824510,Computer Engineering,Konkan Gyanpeeth College Of Engineering Karjat,Fully Mapped
363.0,48222.0,56.4752823,319824610.0,3198.0,3198,0319824610,Information Technology,Konkan Gyanpeeth College Of Engineering Karjat,Fully Mapped
364.0,53037.0,52.3748972,319899510.0,3198.0,3198,0319899510,Artificial Intelligence and Data Science,Konkan Gyanpeeth College Of Engineering Karjat,Fully Mapped
365.0,1301.0,97.8882334,319924510.0,3199.0,3199,0319924510,Computer Engineering,Shri Vile Parle Kelvani Mandal S Dwarkadas J. Sanghvi College Of Engineering Vile Parle Mumbai,Fully Mapped
366.0,1757.0,97.4285341,319924610.0,3199.0,3199,0319924610,Information Technology,Shri Vile Parle Kelvani Mandal S Dwarkadas J. Sanghvi College Of Engineering Vile Parle Mumbai,Fully Mapped
367.0,2060.0,97.0962925,319926310.0,3199.0,3199,0319926310,Artificial Intelligence (AI) and Data Science,Shri Vile Parle Kelvani Mandal S Dwarkadas J. Sanghvi College Of Engineering Vile Parle Mumbai,Fully Mapped
368.0,3273.0,95.8584051,319937210.0,3199.0,3199,0319937210,Electronics and Telecommunication Engg,Shri Vile Parle Kelvani Mandal S Dwarkadas J. Sanghvi College Of Engineering Vile Parle Mumbai,Fully Mapped
369.0,3872.0,95.27482,319961210.0,3199.0,3199,0319961210,Mechanical Engineering,Shri Vile Parle Kelvani Mandal S Dwarkadas J. Sanghvi College Of Engineering Vile Parle Mumbai,Fully Mapped
370.0,2057.0,97.0962925,319991210.0,3199.0,3199,0319991210,Computer Science and Engineering(Data Science),Shri Vile Parle Kelvani Mandal S Dwarkadas J. Sanghvi College Of Engineering Vile Parle Mumbai,Fully Mapped
371.0,2260.0,96.8646431,319992010.0,3199.0,3199,0319992010,Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain Technology),Shri Vile Parle Kelvani Mandal S Dwarkadas J. Sanghvi College Of Engineering Vile Parle Mumbai,Fully Mapped
372.0,2213.0,96.9131452,319992110.0,3199.0,3199,0319992110,Artificial Intelligence and Machine Learning,Shri Vile Parle Kelvani Mandal S Dwarkadas J. Sanghvi College Of Engineering Vile Parle Mumbai,Fully Mapped
373.0,40175.0,63.223538,320024610.0,3200.0,3200,0320024610,Information Technology,Hope Foundation And Research Center S Finolex Academy Of Management And Technology Ratnagiri,Fully Mapped
374.0,171428.0,27.9969458,320029310.0,3200.0,3200,0320029310,Electrical Engineering,Hope Foundation And Research Center S Finolex Academy Of Management And Technology Ratnagiri,Fully Mapped
375.0,82490.0,20.6414872,320037210.0,3200.0,3200,0320037210,Electronics and Telecommunication Engg,Hope Foundation And Research Center S Finolex Academy Of Management And Technology Ratnagiri,Fully Mapped
376.0,169083.0,30.954192,320050710.0,3200.0,3200,0320050710,Chemical Engineering,Hope Foundation And Research Center S Finolex Academy Of Management And Technology Ratnagiri,Fully Mapped
377.0,182057.0,13.6621028,320061210.0,3200.0,3200,0320061210,Mechanical Engineering,Hope Foundation And Research Center S Finolex Academy Of Management And Technology Ratnagiri,Fully Mapped
378.0,54211.0,51.3638644,320091010.0,3200.0,3200,0320091010,Computer Science and Engineering(Cyber Security),Hope Foundation And Research Center S Finolex Academy Of Management And Technology Ratnagiri,Fully Mapped
379.0,71658.0,34.7059173,320119110.0,3201.0,3201,0320119110,Civil Engineering,Rizvi Education Society S Rizvi College Of Engineering Bandra Mumbai,Fully Mapped
380.0,11220.0,88.4984729,320124510.0,3201.0,3201,0320124510,Computer Engineering,Rizvi Education Society S Rizvi College Of Engineering Bandra Mumbai,Fully Mapped
381.0,45927.0,58.5234498,320161210.0,3201.0,3201,0320161210,Mechanical Engineering,Rizvi Education Society S Rizvi College Of Engineering Bandra Mumbai,Fully Mapped
382.0,21096.0,79.5722895,320190010.0,3201.0,3201,0320190010,Electronics and Computer Science,Rizvi Education Society S Rizvi College Of Engineering Bandra Mumbai,Fully Mapped
383.0,12975.0,86.8609531,320199510.0,3201.0,3201,0320199510,Artificial Intelligence and Data Science,Rizvi Education Society S Rizvi College Of Engineering Bandra Mumbai,Fully Mapped
384.0,81621.0,21.9356964,320224510.0,3202.0,3202,0320224510,Computer Engineering,Rajendra Mane College Of Engineering Technology Ambav Deorukh,Fully Mapped
385.0,171754.0,27.6622718,320290010.0,3202.0,3202,0320290010,Electronics and Computer Science,Rajendra Mane College Of Engineering Technology Ambav Deorukh,Fully Mapped
386.0,13430.0,86.4802997,320324510.0,3203.0,3203,0320324510,Computer Engineering,Atharva College Of Engineering Malad(West) Mumbai,Fully Mapped
387.0,16313.0,83.7973436,320324610.0,3203.0,3203,0320324610,Information Technology,Atharva College Of Engineering Malad(West) Mumbai,Fully Mapped
388.0,36893.0,65.7662792,320329310.0,3203.0,3203,0320329310,Electrical Engineering,Atharva College Of Engineering Malad(West) Mumbai,Fully Mapped
389.0,27700.0,73.7173337,320337210.0,3203.0,3203,0320337210,Electronics and Telecommunication Engg,Atharva College Of Engineering Malad(West) Mumbai,Fully Mapped
390.0,18470.0,81.8937208,320390010.0,3203.0,3203,0320390010,Electronics and Computer Science,Atharva College Of Engineering Malad(West) Mumbai,Fully Mapped
391.0,7842.0,91.6054439,320424510.0,3204.0,3204,0320424510,Computer Engineering,St. Francis Institute Of Technology Borivali Mumbai,Fully Mapped
392.0,9075.0,90.484957,320424610.0,3204.0,3204,0320424610,Information Technology,St. Francis Institute Of Technology Borivali Mumbai,Fully Mapped
393.0,29935.0,71.7959237,320429310.0,3204.0,3204,0320429310,Electrical Engineering,St. Francis Institute Of Technology Borivali Mumbai,Fully Mapped
394.0,15348.0,84.6941653,320437210.0,3204.0,3204,0320437210,Electronics and Telecommunication Engg,St. Francis Institute Of Technology Borivali Mumbai,Fully Mapped
395.0,28790.0,72.7256174,320461210.0,3204.0,3204,0320461210,Mechanical Engineering,St. Francis Institute Of Technology Borivali Mumbai,Fully Mapped
396.0,12985.0,86.8431731,320490010.0,3204.0,3204,0320490010,Electronics and Computer Science,St. Francis Institute Of Technology Borivali Mumbai,Fully Mapped
397.0,10564.0,89.0565174,320492110.0,3204.0,3204,0320492110,Artificial Intelligence and Machine Learning,St. Francis Institute Of Technology Borivali Mumbai,Fully Mapped
398.0,55447.0,50.1654969,320624510.0,3206.0,3206,0320624510,Computer Engineering,S.S.P.M. S College Of Engineering Kankavli,Fully Mapped
399.0,40367.0,62.9359471,320656610.0,3206.0,3206,0320656610,Computer Science,S.S.P.M. S College Of Engineering Kankavli,Fully Mapped
400.0,176137.0,22.1725851,320662410.0,3206.0,3206,0320662410,Mechatronics Engineering,S.S.P.M. S College Of Engineering Kankavli,Fully Mapped
401.0,87181.0,11.8297923,320690010.0,3206.0,3206,0320690010,Electronics and Computer Science,S.S.P.M. S College Of Engineering Kankavli,Fully Mapped
402.0,67330.0,39.4204787,320691110.0,3206.0,3206,0320691110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),S.S.P.M. S College Of Engineering Kankavli,Fully Mapped
403.0,10903.0,88.8062928,320724510.0,3207.0,3207,0320724510,Computer Engineering,Mahatma Education Society S Pillai College Of Engineering New Panvel,Fully Mapped
404.0,13484.0,86.4292535,320724610.0,3207.0,3207,0320724610,Information Technology,Mahatma Education Society S Pillai College Of Engineering New Panvel,Fully Mapped
405.0,17962.0,82.3421749,320737210.0,3207.0,3207,0320737210,Electronics and Telecommunication Engg,Mahatma Education Society S Pillai College Of Engineering New Panvel,Fully Mapped
406.0,53336.0,52.1076408,320760210.0,3207.0,3207,0320760210,Automobile Engineering,Mahatma Education Society S Pillai College Of Engineering New Panvel,Fully Mapped
407.0,33095.0,69.0529025,320761210.0,3207.0,3207,0320761210,Mechanical Engineering,Mahatma Education Society S Pillai College Of Engineering New Panvel,Fully Mapped
408.0,16696.0,83.5374616,320790010.0,3207.0,3207,0320790010,Electronics and Computer Science,Mahatma Education Society S Pillai College Of Engineering New Panvel,Fully Mapped
409.0,7073.0,92.2944269,320824510.0,3208.0,3208,0320824510,Computer Engineering,Don Bosco Institute Of Technology Mumbai,Fully Mapped
410.0,8815.0,90.6919224,320824610.0,3208.0,3208,0320824610,Information Technology,Don Bosco Institute Of Technology Mumbai,Fully Mapped
411.0,15501.0,84.6185669,320837210.0,3208.0,3208,0320837210,Electronics and Telecommunication Engg,Don Bosco Institute Of Technology Mumbai,Fully Mapped
412.0,23914.0,76.9870398,320861210.0,3208.0,3208,0320861210,Mechanical Engineering,Don Bosco Institute Of Technology Mumbai,Fully Mapped
413.0,3150.0,96.0006826,320924510.0,3209.0,3209,0320924510,Computer Engineering,K J Somaiya Institute Of Technology,Fully Mapped
414.0,4854.0,94.3659402,320924610.0,3209.0,3209,0320924610,Information Technology,K J Somaiya Institute Of Technology,Fully Mapped
415.0,5752.0,93.5753445,320937210.0,3209.0,3209,0320937210,Electronics and Telecommunication Engg,K J Somaiya Institute Of Technology,Fully Mapped
416.0,5269.0,93.9802703,320999510.0,3209.0,3209,0320999510,Artificial Intelligence and Data Science,K J Somaiya Institute Of Technology,Fully Mapped
417.0,26446.0,74.6414234,321024510.0,3210.0,3210,0321024510,Computer Engineering,Excelsior Education Society S K.C. College Of Engineering And Management Studies And Research Kopri Thane (E),Fully Mapped
418.0,30303.0,71.3804113,321024610.0,3210.0,3210,0321024610,Information Technology,Excelsior Education Society S K.C. College Of Engineering And Management Studies And Research Kopri Thane (E),Fully Mapped
419.0,37746.0,65.0561876,321037210.0,3210.0,3210,0321037210,Electronics and Telecommunication Engg,Excelsior Education Society S K.C. College Of Engineering And Management Studies And Research Kopri Thane (E),Fully Mapped
420.0,8153.0,91.2878154,321124510.0,3211.0,3211,0321124510,Computer Engineering,S.I.E.S. Graduate School Of Technology Nerul Navi Mumbai,Fully Mapped
421.0,9810.0,89.7775898,321124610.0,3211.0,3211,0321124610,Information Technology,S.I.E.S. Graduate School Of Technology Nerul Navi Mumbai,Fully Mapped
422.0,15289.0,84.7458465,321137210.0,3211.0,3211,0321137210,Electronics and Telecommunication Engg,S.I.E.S. Graduate School Of Technology Nerul Navi Mumbai,Fully Mapped
423.0,15073.0,85.0238669,321190010.0,3211.0,3211,0321190010,Electronics and Computer Science,S.I.E.S. Graduate School Of Technology Nerul Navi Mumbai,Fully Mapped
424.0,12668.0,87.1431618,321192010.0,3211.0,3211,0321192010,Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain Technology),S.I.E.S. Graduate School Of Technology Nerul Navi Mumbai,Fully Mapped
425.0,10550.0,89.0565174,321192110.0,3211.0,3211,0321192110,Artificial Intelligence and Machine Learning,S.I.E.S. Graduate School Of Technology Nerul Navi Mumbai,Fully Mapped
426.0,10250.0,89.3902608,321199510.0,3211.0,3211,0321199510,Artificial Intelligence and Data Science,S.I.E.S. Graduate School Of Technology Nerul Navi Mumbai,Fully Mapped
427.0,47856.0,56.8895744,321219110.0,3212.0,3212,0321219110,Civil Engineering,Watumull Institute Of Engineering Technology Ulhasnagar,Fully Mapped
428.0,40287.0,62.9605616,321224510.0,3212.0,3212,0321224510,Computer Engineering,Watumull Institute Of Engineering Technology Ulhasnagar,Fully Mapped
429.0,7487.0,91.9399292,321424510.0,3214.0,3214,0321424510,Computer Engineering,Xavier Institute Of Engineering C O Xavier Technical Institute Mahim Mumbai,Fully Mapped
430.0,8419.0,91.057679,321424610.0,3214.0,3214,0321424610,Information Technology,Xavier Institute Of Engineering C O Xavier Technical Institute Mahim Mumbai,Fully Mapped
431.0,12460.0,87.2760358,321437210.0,3214.0,3214,0321437210,Electronics and Telecommunication Engg,Xavier Institute Of Engineering C O Xavier Technical Institute Mahim Mumbai,Fully Mapped
432.0,10195.0,89.4276667,321492010.0,3214.0,3214,0321492010,Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain Technology),Xavier Institute Of Engineering C O Xavier Technical Institute Mahim Mumbai,Fully Mapped
433.0,867.0,98.4414178,321524210.0,3215.0,3215,0321524210,Computer Science and Engineering,Bhartiya Vidya Bhavan S Sardar Patel Institute Of Technology Andheri Mumbai,Fully Mapped
434.0,912.0,98.3844313,321524510.0,3215.0,3215,0321524510,Computer Engineering,Bhartiya Vidya Bhavan S Sardar Patel Institute Of Technology Andheri Mumbai,Fully Mapped
435.0,1520.0,97.6596381,321537210.0,3215.0,3215,0321537210,Electronics and Telecommunication Engg,Bhartiya Vidya Bhavan S Sardar Patel Institute Of Technology Andheri Mumbai,Fully Mapped
436.0,84315.0,17.5328204,321624510.0,3216.0,3216,0321624510,Computer Engineering,Gharda Foundation S Gharda Institute Of Technology Khed Ratnagiri,Fully Mapped
437.0,166529.0,33.6953839,321637210.0,3216.0,3216,0321637210,Electronics and Telecommunication Engg,Gharda Foundation S Gharda Institute Of Technology Khed Ratnagiri,Fully Mapped
438.0,122625.0,70.8722936,321650710.0,3216.0,3216,0321650710,Chemical Engineering,Gharda Foundation S Gharda Institute Of Technology Khed Ratnagiri,Fully Mapped
439.0,187235.0,5.0055145,321661210.0,3216.0,3216,0321661210,Mechanical Engineering,Gharda Foundation S Gharda Institute Of Technology Khed Ratnagiri,Fully Mapped
440.0,60369.0,45.8118701,321691110.0,3216.0,3216,0321691110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Gharda Foundation S Gharda Institute Of Technology Khed Ratnagiri,Fully Mapped
441.0,37649.0,65.2441867,321724510.0,3217.0,3217,0321724510,Computer Engineering,Vighnaharata Trust S Shivajirao S. Jondhale College Of Engineering Technology Shahapur Asangaon Dist Thane,Fully Mapped
442.0,86151.0,14.0892338,321737210.0,3217.0,3217,0321737210,Electronics and Telecommunication Engg,Vighnaharata Trust S Shivajirao S. Jondhale College Of Engineering Technology Shahapur Asangaon Dist Thane,Fully Mapped
443.0,77863.0,27.1374929,321761210.0,3217.0,3217,0321761210,Mechanical Engineering,Vighnaharata Trust S Shivajirao S. Jondhale College Of Engineering Technology Shahapur Asangaon Dist Thane,Fully Mapped
444.0,130435.0,65.4406319,321791610.0,3217.0,3217,0321791610,Automation and Robotics,Vighnaharata Trust S Shivajirao S. Jondhale College Of Engineering Technology Shahapur Asangaon Dist Thane,Fully Mapped
445.0,89854.0,4.6491228,321819110.0,3218.0,3218,0321819110,Civil Engineering,Aldel Education Trust S St. John College Of Engineering Management Vevoor Palghar,Fully Mapped
446.0,25262.0,75.7901666,321824510.0,3218.0,3218,0321824510,Computer Engineering,Aldel Education Trust S St. John College Of Engineering Management Vevoor Palghar,Fully Mapped
447.0,29827.0,71.871636,321824610.0,3218.0,3218,0321824610,Information Technology,Aldel Education Trust S St. John College Of Engineering Management Vevoor Palghar,Fully Mapped
448.0,121953.0,71.4038201,321861210.0,3218.0,3218,0321861210,Mechanical Engineering,Aldel Education Trust S St. John College Of Engineering Management Vevoor Palghar,Fully Mapped
449.0,36962.0,65.7022258,321890010.0,3218.0,3218,0321890010,Electronics and Computer Science,Aldel Education Trust S St. John College Of Engineering Management Vevoor Palghar,Fully Mapped
450.0,34176.0,68.2213405,321891210.0,3218.0,3218,0321891210,Computer Science and Engineering(Data Science),Aldel Education Trust S St. John College Of Engineering Management Vevoor Palghar,Fully Mapped
451.0,22217.0,78.4959203,321892110.0,3218.0,3218,0321892110,Artificial Intelligence and Machine Learning,Aldel Education Trust S St. John College Of Engineering Management Vevoor Palghar,Fully Mapped
452.0,72374.0,33.8362967,321924510.0,3219.0,3219,0321924510,Computer Engineering,Koti Vidya Charitable Trust S Smt. Alamuri Ratnamala Institute Of Engineering And Technology Sapgaon Tal. Shahapur,Fully Mapped
453.0,52897.0,52.4652553,321924610.0,3219.0,3219,0321924610,Information Technology,Koti Vidya Charitable Trust S Smt. Alamuri Ratnamala Institute Of Engineering And Technology Sapgaon Tal. Shahapur,Fully Mapped
454.0,86297.0,13.6733213,321937210.0,3219.0,3219,0321937210,Electronics and Telecommunication Engg,Koti Vidya Charitable Trust S Smt. Alamuri Ratnamala Institute Of Engineering And Technology Sapgaon Tal. Shahapur,Fully Mapped
456.0,73988.0,32.0362067,321991110.0,3219.0,3219,0321991110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Koti Vidya Charitable Trust S Smt. Alamuri Ratnamala Institute Of Engineering And Technology Sapgaon Tal. Shahapur,Fully Mapped
457.0,75123.0,30.7282416,322024510.0,3220.0,3220,0322024510,Computer Engineering,Yadavrao Tasgaonkar College Of Engineering Management,Fully Mapped
458.0,76497.0,29.1881299,322024610.0,3220.0,3220,0322024610,Information Technology,Yadavrao Tasgaonkar College Of Engineering Management,Fully Mapped
459.0,58157.0,47.9617024,322025210.0,3220.0,3220,0322025210,Cyber Security,Yadavrao Tasgaonkar College Of Engineering Management,Fully Mapped
460.0,142996.0,55.3559436,322037210.0,3220.0,3220,0322037210,Electronics and Telecommunication Engg,Yadavrao Tasgaonkar College Of Engineering Management,Fully Mapped
461.0,77398.0,27.9984424,322092110.0,3220.0,3220,0322092110,Artificial Intelligence and Machine Learning,Yadavrao Tasgaonkar College Of Engineering Management,Fully Mapped
462.0,31619.0,70.4596454,322124510.0,3221.0,3221,0322124510,Computer Engineering,Vishnu Waman Thakur Charitable Trust S Viva Institute Of Technology Virar,Fully Mapped
463.0,59566.0,46.5960891,322137210.0,3221.0,3221,0322137210,Electronics and Telecommunication Engg,Vishnu Waman Thakur Charitable Trust S Viva Institute Of Technology Virar,Fully Mapped
464.0,174039.0,24.7657909,322161210.0,3221.0,3221,0322161210,Mechanical Engineering,Vishnu Waman Thakur Charitable Trust S Viva Institute Of Technology Virar,Fully Mapped
465.0,48319.0,56.4117911,322191110.0,3221.0,3221,0322191110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Vishnu Waman Thakur Charitable Trust S Viva Institute Of Technology Virar,Fully Mapped
466.0,69178.0,37.5946229,322192610.0,3221.0,3221,0322192610,Electrical and Computer Engineering,Vishnu Waman Thakur Charitable Trust S Viva Institute Of Technology Virar,Fully Mapped
467.0,31421.0,70.5673759,322224510.0,3222.0,3222,0322224510,Computer Engineering,Haji Jamaluddin Thim Trust S Theem College Of Engineering At. Villege Betegaon Boisar,Fully Mapped
468.0,52170.0,53.0226888,322224610.0,3222.0,3222,0322224610,Information Technology,Haji Jamaluddin Thim Trust S Theem College Of Engineering At. Villege Betegaon Boisar,Fully Mapped
469.0,180720.0,15.9803473,322229310.0,3222.0,3222,0322229310,Electrical Engineering,Haji Jamaluddin Thim Trust S Theem College Of Engineering At. Villege Betegaon Boisar,Fully Mapped
470.0,185171.0,8.8496667,322261210.0,3222.0,3222,0322261210,Mechanical Engineering,Haji Jamaluddin Thim Trust S Theem College Of Engineering At. Villege Betegaon Boisar,Fully Mapped
471.0,67782.0,38.9966089,322291110.0,3222.0,3222,0322291110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Haji Jamaluddin Thim Trust S Theem College Of Engineering At. Villege Betegaon Boisar,Fully Mapped
472.0,52387.0,52.9715081,322319110.0,3223.0,3223,0322319110,Civil Engineering,Mahatma Education Society S Pillai Hoc College Of Engineering Technology Tal. Khalapur. Dist. Raigad,Fully Mapped
473.0,27934.0,73.4627049,322324510.0,3223.0,3223,0322324510,Computer Engineering,Mahatma Education Society S Pillai Hoc College Of Engineering Technology Tal. Khalapur. Dist. Raigad,Fully Mapped
474.0,38472.0,64.4498458,322324610.0,3223.0,3223,0322324610,Information Technology,Mahatma Education Society S Pillai Hoc College Of Engineering Technology Tal. Khalapur. Dist. Raigad,Fully Mapped
475.0,61708.0,44.6609008,322361210.0,3223.0,3223,0322361210,Mechanical Engineering,Mahatma Education Society S Pillai Hoc College Of Engineering Technology Tal. Khalapur. Dist. Raigad,Fully Mapped
476.0,31108.0,70.8106099,322390010.0,3223.0,3223,0322390010,Electronics and Computer Science,Mahatma Education Society S Pillai Hoc College Of Engineering Technology Tal. Khalapur. Dist. Raigad,Fully Mapped
477.0,38351.0,64.7153175,322392610.0,3223.0,3223,0322392610,Electrical and Computer Engineering,Mahatma Education Society S Pillai Hoc College Of Engineering Technology Tal. Khalapur. Dist. Raigad,Fully Mapped
478.0,64162.0,42.4493618,322424510.0,3224.0,3224,0322424510,Computer Engineering,Leela Education Society G.V. Acharya Institute Of Engineering And Technology Shelu Karjat,Fully Mapped
479.0,79466.0,25.1465099,322491110.0,3224.0,3224,0322491110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Leela Education Society G.V. Acharya Institute Of Engineering And Technology Shelu Karjat,Fully Mapped
480.0,144007.0,54.7526673,322492010.0,3224.0,3224,0322492010,Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain Technology),Leela Education Society G.V. Acharya Institute Of Engineering And Technology Shelu Karjat,Fully Mapped
481.0,26935.0,74.3085106,325724510.0,3257.0,3257,0325724510,Computer Engineering,Vidya Prasarak Mandal S College Of Engineering Thane,Fully Mapped
482.0,32764.0,69.4141317,325724610.0,3257.0,3257,0325724610,Information Technology,Vidya Prasarak Mandal S College Of Engineering Thane,Fully Mapped
483.0,64772.0,42.0212766,325729310.0,3257.0,3257,0325729310,Electrical Engineering,Vidya Prasarak Mandal S College Of Engineering Thane,Fully Mapped
484.0,43964.0,60.0923182,325737210.0,3257.0,3257,0325737210,Electronics and Telecommunication Engg,Vidya Prasarak Mandal S College Of Engineering Thane,Fully Mapped
485.0,55804.0,49.8308643,325791610.0,3257.0,3257,0325791610,Automation and Robotics,Vidya Prasarak Mandal S College Of Engineering Thane,Fully Mapped
486.0,34424.0,67.8982939,327724510.0,3277.0,3277,0327724510,Computer Engineering,Pravin Rohidas Patil College Of Engineering Technology,Fully Mapped
487.0,40187.0,63.223538,327724610.0,3277.0,3277,0327724610,Information Technology,Pravin Rohidas Patil College Of Engineering Technology,Fully Mapped
488.0,162056.0,38.7773761,327735610.0,3277.0,3277,0327735610,Electrical Engg[Electronics and Power],Pravin Rohidas Patil College Of Engineering Technology,Fully Mapped
489.0,180271.0,16.2979967,327761510.0,3277.0,3277,0327761510,Mechanical & Automation Engineering,Pravin Rohidas Patil College Of Engineering Technology,Fully Mapped
490.0,86741.0,13.0318155,327793510.0,3277.0,3277,0327793510,Electronics and Biomedical Engineering,Pravin Rohidas Patil College Of Engineering Technology,Fully Mapped
491.0,45387.0,58.8742611,335124510.0,3351.0,3351,0335124510,Computer Engineering,Bharat College Of Engineering Kanhor Badlapur(W),Fully Mapped
492.0,75861.0,29.8015715,335156810.0,3351.0,3351,0335156810,Computer Science and Information Technology,Bharat College Of Engineering Kanhor Badlapur(W),Fully Mapped
493.0,56885.0,49.2343759,335191110.0,3351.0,3351,0335191110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Bharat College Of Engineering Kanhor Badlapur(W),Fully Mapped
494.0,71099.0,35.2437565,335191210.0,3351.0,3351,0335191210,Computer Science and Engineering(Data Science),Bharat College Of Engineering Kanhor Badlapur(W),Fully Mapped
495.0,74516.0,31.2545643,335324510.0,3353.0,3353,0335324510,Computer Engineering,Dilkap Research Institute Of Engineering And Management Studies At.Mamdapur Post- Neral Tal- Karjat Mumbai,Fully Mapped
